"codefuv";"libelle";"libellereduit";"commune";"inseecommune";"nature";"motdirecteur";"categorie";"codefantoir";"importance";"commentaire";"datemiseajourattributs";"codefuvactu";"validite";"libelleactu";"domanialiteglobale";"denomroute";"datecreation";"datemajdomaglobale";"datemajgeometrie";"datemajattribtroncon";"dateabandondenom";"localise"
"27291";"Montée de l'Amphithéâtre";"Mte de l'Amphithéâtre";"LYON 1ER";"69381";"Voie";"AMPHITHEATRE";"MONTEE";"6903810235Z";"petite rue";"";"15/11/2000";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"01/01/1996";"01/01/1996";"";"Oui"
"27292";"Montée de la Butte";"Mte de la Butte";"LYON 1ER";"69381";"Voie";"BUTTE";"MONTEE";"6903811160E";"petite rue";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"02/03/2016";"06/11/2007";"";"Oui"
"27293";"Montée de la Grande Côte";"Mte de la Grande Côte";"LYON 1ER";"69381";"Voie";"COTE";"MONTEE";"6903813305L";"moyenne rue";"";"16/11/2000";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"07/03/2016";"24/09/2003";"";"Oui"
"27294";"Montée de Vauzelles";"Mte de Vauzelles";"LYON 1ER";"69381";"Voie";"VAUZELLES";"MONTEE";"6903817295Y";"petite rue";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"27/04/1986";"13/05/2015";"01/01/1996";"01/01/1996";"";"Oui"
"27295";"Montée des Carmélites";"Mte des Carmélites";"LYON 1ER";"69381";"Voie";"CARMELITES";"MONTEE";"6903811255H";"petite rue";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"07/03/2016";"07/02/2000";"";"Oui"
"27297";"Montée Hoche";"Mte Hoche";"LYON 1ER";"69381";"Voie";"HOCHE";"MONTEE";"6903813560N";"petite rue";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"27/04/1986";"13/05/2015";"01/01/1996";"01/01/1996";"";"Oui"
"27298";"Montée Lieutenant Allouche";"Mte Lt Allouche";"LYON 1ER";"69381";"Voie";"ALLOUCHE";"MONTEE";"6903814225L";"petite rue";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"27/04/1986";"13/05/2015";"04/03/2016";"22/12/2008";"";"Oui"
"27299";"Montée Neyret";"Mte Neyret";"LYON 1ER";"69381";"Voie";"NEYRET";"MONTEE";"6903815030L";"petite rue";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"07/03/2016";"01/01/1996";"";"Oui"
"27300";"Montée Saint Sébastien";"Mte St Sébastien";"LYON 1ER";"69381";"Voie";"SEBASTIEN";"MONTEE";"6903816560Z";"moyenne rue";"";"06/06/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"07/03/2016";"03/11/2008";"";"Oui"
"27301";"Passage de la Soie";"Pas de la Soie";"LYON 1ER";"69381";"Voie";"SOIE";"PASSAGE";"6903816795E";"petite rue";"";"17/12/1996";"";"Historique";"";"";"";"23/04/1986";"";"06/03/2001";"06/03/2001";"06/03/2001";"Oui"
"27302";"Passage des Terreaux";"Pas des Terreaux";"LYON 1ER";"69381";"Voie";"TERREAUX";"PASSAGE";"6903816948W";"petite rue";"";"17/12/1996";"";"Actuelle";"";"Privé";"";"23/04/1986";"13/05/2015";"28/05/2001";"28/05/2001";"";"Oui"
"27304";"Passerelle Saint Vincent";"Ple St Vincent";"LYON 1ER";"69381";"Voie";"VINCENT";"PASSERELLE";"6903816583Z";"petite rue";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"15/11/2000";"15/11/2000";"";"Oui"
"27305";"Place Bellevue";"Pl Bellevue";"LYON 1ER";"69381";"Voie";"BELLEVUE";"PLACE";"6903810825R";"grande place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"04/03/2016";"11/05/2010";"";"Oui"
"27306";"Place Chardonnet";"Pl Chardonnet";"LYON 1ER";"69381";"Voie";"CHARDONNET";"PLACE";"6903811470S";"moyenne place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"07/03/2016";"23/09/2003";"";"Oui"
"27307";"Place Colbert";"Pl Colbert";"LYON 1ER";"69381";"Voie";"COLBERT";"PLACE";"6903811780D";"grande place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"07/03/2016";"18/06/1997";"";"Oui"
"27308";"Place Croix-Paquet";"Pl Croix-Paquet";"LYON 1ER";"69381";"Voie";"PAQUET";"PLACE";"6903812000T";"petite place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"09/03/2016";"06/04/2004";"";"Oui"
"27309";"Place d'Albon";"Pl d'Albon";"LYON 1ER";"69381";"Voie";"ALBON";"PLACE";"6903810125E";"petite place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"17/01/2000";"17/01/2000";"";"Oui"
"27310";"Place de la Comédie";"Pl de la Comédie";"LYON 1ER";"69381";"Voie";"COMEDIE";"PLACE";"6903811810L";"moyenne place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"28/10/2002";"28/10/2002";"";"Oui"
"27311";"Place des Capucins";"Pl des Capucins";"LYON 1ER";"69381";"Voie";"CAPUCINS";"PLACE";"6903811240S";"petite place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"01/01/1996";"04/09/1998";"";"Oui"
"27312";"Place des Chartreux";"Pl des Chartreux";"LYON 1ER";"69381";"Voie";"CHARTREUX";"PLACE";"6903811545Y";"moyenne place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"01/01/1996";"04/02/1998";"";"Oui"
"27313";"Place des Terreaux";"Pl des Terreaux";"LYON 1ER";"69381";"Voie";"TERREAUX";"PLACE";"6903816950Y";"grande place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"15/03/2016";"24/09/2003";"";"Oui"
"27314";"Place du Forez";"Pl du Forez";"LYON 1ER";"69381";"Voie";"FOREZ";"PLACE";"6903812810Y";"petite place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"27/04/1986";"13/05/2015";"17/04/2013";"06/02/2014";"";"Oui"
"27315";"Place du Griffon";"Pl du Griffon";"LYON 1ER";"69381";"Voie";"GRIFFON";"PLACE";"6903813350K";"petite place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"14/03/2016";"25/09/2003";"";"Oui"
"27316";"Place du Port Neuville";"Pl du Port Neuville";"LYON 1ER";"69381";"Voie";"NEUVILLE";"PLACE";"6903815665B";"petite place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"27/04/1986";"13/05/2015";"03/03/2016";"02/10/1996";"";"Oui"
"27317";"Place du 157ème Régiment d'Infanterie Alpine";"Pl du 157ème Régiment d'Infanterie Alpine";"LYON 1ER";"69381";"Voie";"ALPINE";"PLACE";"6903811355S";"petite place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"27/04/1986";"13/05/2015";"19/11/1997";"19/11/1997";"";"Oui"
"27318";"Place Fernand Rey";"Pl Fernand Rey";"LYON 1ER";"69381";"Voie";"REY";"PLACE";"6903812715V";"petite place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"01/01/1996";"17/02/1998";"";"Oui"
"27319";"Place Gabriel Rambaud";"Pl Gabriel Rambaud";"LYON 1ER";"69381";"Voie";"RAMBAUD";"PLACE";"6903812940P";"moyenne place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"08/03/2016";"01/10/2003";"";"Oui"
"27320";"Place Louis Chazette";"Pl Louis Chazette";"LYON 1ER";"69381";"Voie";"CHAZETTE";"PLACE";"6903814320P";"grande place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"09/03/2016";"01/01/1996";"";"Oui"
"27321";"Place Louis Pradel";"Pl Louis Pradel";"LYON 1ER";"69381";"Voie";"PRADEL";"PLACE";"6903814340L";"moyenne place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"14/03/2016";"28/10/2002";"";"Oui"
"27322";"Place Lieutenant Morel";"Pl Lt Morel";"LYON 1ER";"69381";"Voie";"MOREL";"PLACE";"6903814240C";"moyenne place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"15/03/2016";"17/02/1998";"";"Oui"
"27324";"Place Michel Servet";"Pl Michel Servet";"LYON 1ER";"69381";"Voie";"SERVET";"PLACE";"6903814770D";"moyenne place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"27/04/1986";"13/05/2015";"22/10/2015";"24/09/2003";"";"Oui"
"27325";"Place Rouville";"Pl Rouville";"LYON 1ER";"69381";"Voie";"ROUVILLE";"PLACE";"6903816170A";"grande place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"03/03/2016";"04/09/1998";"";"Oui"
"27326";"Place Saint Nizier";"Pl St Nizier";"LYON 1ER";"69381";"Voie";"NIZIER";"PLACE";"6903816495D";"petite place";"";"10/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"08/03/2016";"01/01/1996";"";"Oui"
"27327";"Place Sathonay";"Pl Sathonay";"LYON 1ER";"69381";"Voie";"SATHONAY";"PLACE";"6903816680E";"grande place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"27/04/1986";"13/05/2015";"08/03/2016";"17/02/1998";"";"Oui"
"27328";"Place Saint Vincent";"Pl St Vincent";"LYON 1ER";"69381";"Voie";"VINCENT";"PLACE";"6903816585B";"petite place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"01/01/1996";"01/01/1996";"";"Oui"
"27329";"Place Tobie Robatel";"Pl Tobie Robatel";"LYON 1ER";"69381";"Voie";"ROBATEL";"PLACE";"6903817020Z";"moyenne place";"";"28/11/1997";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"08/03/2016";"24/09/2003";"";"Oui"
"27330";"Place Tolozan";"Pl Tolozan";"LYON 1ER";"69381";"Voie";"TOLOZAN";"PLACE";"6903817029J";"grande place";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"27/04/1986";"13/05/2015";"09/03/2016";"08/08/2003";"";"Oui"
"27333";"Passage Donat";"Pas Donat";"LYON 1ER";"69381";"Voie";"DONAT";"PASSAGE";"6903812280X";"petite rue";"";"17/12/1996";"";"Actuelle";"";"Privé";"";"23/04/1986";"13/05/2015";"07/03/2016";"07/01/1998";"";"Oui"
"27334";"Passage Gonin";"Pas Gonin";"LYON 1ER";"69381";"Voie";"GONIN";"PASSAGE";"6903813275D";"petite rue";"";"17/12/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"02/10/1996";"17/02/1998";"";"Oui"
"27335";"Passage Mermet";"Pas Mermet";"LYON 1ER";"69381";"Voie";"MERMET";"PASSAGE";"6903814735R";"petite rue";"";"17/12/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"07/03/2016";"07/01/1998";"";"Oui"
"27337";"Passage Thiaffait";"Pas Thiaffait";"LYON 1ER";"69381";"Voie";"THIAFFAIT";"PASSAGE";"6903816975A";"petite rue";"";"17/12/1996";"";"Actuelle";"";"Privé";"";"23/04/1986";"13/05/2015";"07/03/2016";"24/07/2003";"";"Oui"
"27338";"Passage Tolozan";"Pas Tolozan";"LYON 1ER";"69381";"Voie";"TOLOZAN";"PASSAGE";"6903817025E";"petite rue";"";"17/12/1996";"";"Actuelle";"";"Privé";"";"23/04/1986";"13/05/2015";"01/01/1996";"01/01/1996";"";"Oui"
"27339";"Passage de la Vieille Monnaie";"Pas de la Vieille Monnaie";"LYON 1ER";"69381";"Voie";"MONNAIE";"PASSAGE";"6903817435A";"";"";"17/12/1996";"";"Supprimé";"";"";"";"27/04/1986";"";"";"";"13/10/1987";"Non"
"27340";"Pont de l'Homme de la Roche";"Pont de l'Homme de la Roche";"LYON 1ER";"69381";"Voie";"ROCHE";"PONT";"6903813568X";"";"";"06/06/1996";"";"Supprimé";"";"";"";"27/04/1986";"";"";"";"11/05/1987";"Non"
"27341";"Pont La Feuillée";"Pont La Feuillée";"LYON 1ER";"69381";"Voie";"FEUILLEE";"PONT";"6903812766A";"grande rue";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"27/04/1986";"13/05/2015";"08/03/2016";"22/10/2002";"";"Oui"
"27342";"Pont de Lattre de Tassigny";"Pont de Lattre de Tassigny";"LYON 1ER";"69381";"Voie";"TASSIGNY";"PONT";"6903812146B";"grande rue";"";"13/08/1997";"";"Actuelle";"";"Métropole";"";"27/04/1986";"13/05/2015";"09/03/2016";"17/01/2000";"";"Oui"
"27343";"Pont du Change";"Pont du Change";"LYON 1ER";"69381";"Voie";"CHANGE";"PONT";"6903811427V";"";"";"06/06/1996";"";"Supprimé";"";"";"";"23/04/1986";"";"";"";"23/01/1989";"Non"
"27344";"Pont Général Koenig";"Pont Gal Koenig";"LYON 1ER";"69381";"Voie";"KOENIG";"PONT";"6903813152V";"grande rue";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"27/04/1986";"13/05/2015";"01/01/1996";"01/01/1996";"";"Oui"
"27345";"Pont Morand";"Pont Morand";"LYON 1ER";"69381";"Voie";"MORAND";"PONT";"6903814854V";"grande rue";"";"09/09/1996";"";"Actuelle";"";"Métropole";"";"23/04/1986";"13/05/2015";"28/10/2002";"28/10/2002";"";"Oui"
